series id ,series.title,description,site.channel,primary.channel.sub.channel, average monthly total users (June - Sep 17) 
1224,My Love Story!!,"Takeo Goda is a big guy with a big heart, but his looks scare off the girls he likes! It doesnÕt help that ladies love his attractive best friend, Makoto Sunakawa. Though, he doesnÕt resent Sunakawa for this at all, and by high school, Takeo has accepted his fate. But his kindness earns him a chance at love when he saves a girl from being harassed on the train. Takeo finds himself falling for her, and heÕs sure he doesnÕt stand a chance, but anything can happen, especially in a love story!",Anime~Anime - Romance|Anime~Anime - Comedy|International~Japanese,Anime~Anime - Romance,174463
1225,Kate & Mim-Mim,"Join feisty five-year-old, Kate, and her plush toy bunny Mim-Mim as they travel together to the fantasy world of Mimillo. Whenever Kate's curiosity stirs her imagination, and unlocks the door to a whimsical world of wonders, Mim-Mim comes alive as a living, breathing, larger than life playmate. With the help of their imaginations, Kate and Mim-Mim are sure to go on wild adventures.",Animation and Cartoons|Family,Animation and Cartoons,2384152
1226,Young Hercules,"Tales of Hercules' adventures as a teenager as he learns warrior skills at a training academy. Together with his friends, he other gods and bandits and mythical beasts.",Action and Adventure|Family,Action and Adventure,3986707
1227,Nerds and Monsters,"NERDS and MONSTERS tosses 3 nerdy kids and a thick-headed football star on a fantastic uncharted island. The tween castaways must use nothing but their smarts to survive the relentless attacks by the islandÕs inhabitants _ a tribe of hideous but hilarious monsters. And lucky for the Nerds, these dim-witted monsters donÕt have any smarts!",Animation and Cartoons|Kids,Animation and Cartoons,8226854
1228,Psychic Detective Yakumo,"Haruka OzawaÕs sophomore year is getting seriously scary. However, there is Yakumo Saito- an enigmatic student who can see and communicate with the dead. Can this pair of paranormal detectives solve the ultimate dead case files or will they end up in cold storage themselves?",Anime~Anime - Supernatural and Horror|Anime~Anime - Romance|Anime~Anime - Drama|International~Japanese,Anime~Anime - Supernatural and Horror,3908330
1229,Side Effects (TV),"Side Effects, a musical dramedy, centered around a teenage girl who has musical hallucinations, while trying to escape the harsh reality of being a teenager.",Drama|Teen|Music~Musicals,Drama,9707429
1230,Murder One,"A serialized law drama which follows a single case for an entire season, intricately exploring every facet of a scandalous, high-profile trial until a verdict is reached.",Drama~Crime and Courtroom Drama|Drama~Mystery,Drama~Crime and Courtroom Drama,6579627
1231,Jormungand,"Child soldier Jonah is the newest mercenary hired by Koko, an international arms dealer. The kid despises those in Koko's line of work, but following her into the darkest corners of the black market might be his only shot at avenging his family's death.",Anime~Anime - Action Adventure|International~Japanese,Anime~Anime - Action Adventure,2501555
1232,Sports Night,"Aaron Sorkin's critically acclaimed series follows the offbeat cast and crew of a sports news show as they deal with professional, personal and ethical challenges while functioning in a pressure-cooker work environment.",Comedy,Comedy,6709530
1233,The Prince of Tennis,"Ryoma Echizen is the 12-year-old son of a famous tennis player and a tennis genius in his own right.  With talent in his blood and fire in his eyes, he backs up his confidence on the court with amazing skills.  Now he has to overcome the older players on his high school team who are dead set against letting him surpass them.  To defeat the slippery ""Viper"" Kaido, the calculating Sadahara Inui, and a host of other opponents, Ryoma will need everything he's gotten from his father, and more!",International~Japanese|Anime,International~Japanese,1251661
1234,So I Can't Play H,"The pleasures of this world are varied and often come with a price, which is something Ryosuke Kaga learns far too late. After foolishly agreeing to share his ""essence"" with a dying woman, Ryosuke realizes that he has made a pact with Lisara Restole, the Goddess of Death. Once fulfilled, Ryosuke will be free from her clutches and regaining his ability to enjoy the more licentious parts of life. ItÕs going to be anything but easy to go back to being sleazy in So, I CanÕt Play H!",Anime~Anime - Supernatural and Horror|International~Japanese,Anime~Anime - Supernatural and Horror,4633366
1235,Finding the Next,"Highlighting the latest cutting edge and disruptive technology. From autonomous vehicles to genetic engineering, drones, and science, each episode will show how these technologies are affecting and advancing the world.",News and Information~Science and Technology,News and Information~Science and Technology,5479394
1236,Eagleheart,"Every episode of Eagleheart promises violence, suspense, intrigue and copious amounts of needless bloodshed as Marshal Chris Monsanto blindly kicks, punches and shoots his way to what may or may not be a legitimate solution to his case.",Teen|Comedy|Action and Adventure,Teen,9404273
1237,"Me, Eloise","An animated series for children based on the classic ""Eloise at the Plaza"" books from the 1950's written by Kay Thompon and illustrated by Hilary Knight.",Animation and Cartoons|Kids|Family,Animation and Cartoons,2402807
1238,Zetman,"ZET, the one who is entrusted with the future of mankind. ""ALPHAS,"" the one who is searching for the meaning of true justice. They will be the ones who will change the world. Is it coincidence or fate that brings these two heroes together? Soon, the two will learn what fate has in mind for them...",Anime~Anime - Science Fiction|International~Japanese,Anime~Anime - Science Fiction,5864678
1239,Uproarious,"Fresh to death and funny AF! Uproarious brings you the biggest internet stars and the funniest comedians across the U.S. Check out breakout talent like Joey Bragg, Mike Polk Jr., Janelle James, Jesus Trejo and host Jimmy Tatro in a LOL night of stand up and cutting-edge sketches. Up your game and be the first to connect with the next generation of comedians and internet stars taking over the comedy scene.",Comedy~Sketch Comedy,Comedy~Sketch Comedy,1833227
1240,The Fall Guy,"Colt Seavers is a Hollywood stuntman by trade... but work in Hollywood is sometimes hard to come by.  Fortunately, Colt's other job is as a bounty hunter _ and there's never any shortage of bail-jumping bad guys to hunt down.  Colt is helped by his young and enthusiastic cousin Howie _ who knows a little bit about everything and not enough about anything _ and Jody, a stunningly beautiful stuntwoman. The trio use the tricks of the stunt trade to catch the criminals.",Action and Adventure~80s Action|Family,Action and Adventure~80s Action,8439050
1241,Maoyu: Archenemy & Hero,"After fifteen years of fighting the Demon King, the warrior named Hero storms the castle to bring this war to an end. Once inside, shocking details are revealed, including the fact that the dreaded Demon King they have all feared is really a Queen! The Queen points out that if the war was to end quickly a civil war would result between the winning factions. Watch to see if a truce is created to bring lasting peace between both sides, twisting up the rules of engagement in Maoyu - Archenemy & Hero!",International~Japanese|Anime~Anime - Action Adventure,International~Japanese,5692718
1242,BTOOOM!,"RyotaÕs an ace BTOOOM! player, but when he finds himself in a real life version of the game he must play to win. Problem #1: to win he must kill seven other people before they kill him! Problem #2: He's stranded on a deserted island with only a dayÕs provisions, a bag of bombs and a crystal embedded in his hand. Problem #3: He did not consent to any of this!",Anime~Anime - Action Adventure|International~Japanese|Videogames,Anime~Anime - Action Adventure,9920039
